Book	Chapter	Verse	Ivatan	Yami
Hebrews	13	15	Dawa omhemhes tava maparawat so kapamahemahes kano kadaday ta so Dios a makayamot di Jesu Cristo a nia so akmay sakrifisio a ichaytoroh ta sia.	Am ori o ipangday ta so araraw a somaray ni Ama ta do to a nitomovoy si Yeso a nimangay mawakwak nyaten. O itoro ta ji Ama ta do to am apya anwanood ta a idmadmay ta sya.
Hebrews	13	16	Kawayakan nioava o kapamarin nio so mapia as kano kapanidong nio sira so maykaylangan, ta nia sa o ichaytoroh nio a sakrifisio a ipakamia no Dios.	Ji nyo hamangi o kapanidong nyo so tao. Ta o akman rana so sang a vazay am akmey nakem ta patanangen ji Ama ta do to a isaray na.
Hebrews	13	17	Sincharan nio o anohed da no natongdo sa a adngedngeyen nio do timban, ta anongen da o kachita da so ichapia no pahad nio a nia so atbayen da anti do Dios. Dawa torohan nio sa so soyot da do kapanganohed nio dira asna no kapalijat nioava sira, ta an palijaten nio sa am arava o inakyan nio nia.	Onotan nyo o makayokod ninyo a tao do kyokay. Amizngen nyo o ciring da. Ta sira rana am da peyveyveknen o pahad nyo, do da kahap so vazay ni Ama ta do to. No si amizngen nyo sira am masasaray sira mahap so vazay ni Ama ta do to. Am no si ji nyo ngamiznga sira am meyngen o onowned da. No si akman sang am jyabo kapya nyo a.
Hebrews	13	18	Manakem nio yamen a ipachahoahok. Ichagsal namen a vatahen dinio o kalinis no konsinsia namen as kabo no kadwan pa a chitahen namen an dia no mayanong do atavo a parinyen namen.	Ji nyo amtadan yamen a ipeynozi. Ta namen anoyngan o kapya no vazay namen do tangain no tao a kani Ama ta do to.
Hebrews	13	19	Mavidin ko a akdawen o kapachahoahok nio niaken tapian maypasonong dana o kapayvidi ko dinio.	Ko kakzeben inyo a meynozi nyaken. Inaoy si makeykai na yaken ni Ama ta do to a tovoin a mangay jinyo do dang.
Hebrews	13	20	Tayto ako a machipangdaw do Dios aya a pakayapoan no karadinepan as iya so napayvangon si Jesus a Apohen ta as natongdo a machonong diaten a karnero na kano minlibri diaten a makayamot do minoyog a raya na a nia so mapasigorado so abo aya so pandan a trato no kalibrian ta,	Si Ama ta do to rana a yamanta nyaten so ikapiya no onowned ta am nipeyvangon na si Yeso a Panirsirngen ta do heseb na. Na rana nipangononongan ni Ama ta do to no rala ni Yeso o to meyyonong a pangozayan a ciring na. So na ikanoyong a tomalamozong nyaten aro a tao.
Hebrews	13	21	as no tayto koaya akdawen am no katoroh na dinio so ichaparin nio sia onotan o inolay na dinio tapian nawri o parinyen nio o ipakamia na do sidong dinio ni Jesu Cristo a iya so mayanong a pamatohen kano dadayen a abo dana so pandan! Amen.	Inaoy si itoro na jinyo ni Ama ta do to o makakaday a ileylamnay no nakem nyo a kowyat na jinyo a mahap so isaray na vazay. So ikanoyong nyo a mahap so nakenakem ni Ama ta do to, do nyo kararalay ni Yeso Kizisto. Inaoy si mangay o azwazway ji Kizisto mangay do kaidan no karawan. Amin.
Hebrews	13	22	Tayto ko ichahoho a kakakteh o katoroh nio dia so tiempo o tolas koaya do katayto na maynyed.	Manga kakteh, ko inyo vavagan am pakamyamizngen nyo o ciring ko an. So na jyanaroi no ciring ko do teygami.
Hebrews	13	23	Ipapanmo ko pa sawen dinio ta pinahbet darana o kakteh ta a si Timoteo do kalaboso as an madas na pa yaken dia am machivan dana anti diaken do kapangwan ko dinio.	Ko kakzeben inyo a makateneng do na kanimakowbot rana no kakteh ta a si Timotay do pamemtengan. No si makeykai rana mai am macihza jyaken a mangay tomita jinyo.
Hebrews	13	24	Ipakapia nio pa yaken so Dios dira do adngedngeyen nio sa do timban as kanira no atavo pa a kakakteh ta sa dawri a tawotawo pa no Dios. Tayto pa sa mapakapia so Dios dinio o kakakteh ta saya a yapo do Italia.	Ipeyminaminasi nyo pa sira o yamyokod ninyo do kyokay a tao a kapeyminaminasi nyo pa no aro a sinjya. Da ipeyminaminasi inyo no kakteh ta yapo do Itadi.
Hebrews	13	25	Bendisionan kamo pa atavo no Dios as katoroh na pa dinio so grasia na.	Inaoy si itoro na jinyo o pangangarilawan na ni Ama ta do to.
James	1	1	Si Santiago ako a asa ka pachirawatan no Dios as kano Apo taya a si Jesu Cristo a tayto a maytolas dinio atavo a kakakteh a tayto a maychawpit a yapo do Israel. Kapian kamo pa no Dios.	Yaken rana am si Yake ko a lamlamsoy na ni Ama ta do to a kani Yeso Kizisto a Panirsirngen ta. Yako ipeyminaminasi o yamavonong do peycyavanovanwan na a yamraralay ni Ama ta do to a tao.
James	1	2	Kakakteh, pachisobnan nioava asna ichasoyot nio a rawaten o mawara dinio a matatarek a pakasisian,	Manga kakteh, tana amyan so alalaw a mangay jinyo am somaray kamo an.
James	1	3	ta ari nio mapanmo ta no akma saya sia a payparahanan ta a hawahawayan diaten am nia sa o mapayvadiw diaten a mahni so saray kano rakoh so agwanta a diabdibdis.	Ta no myan so alalaw nyo a kaji nyo rana ablisan so onowned ji Ama ta do to am ji nyo na nyaheyan o meyteytotoro a alalaw nyo. Ta mapeyneynara nyo na.
James	1	4	Dawa mayagwanta kamo tapian maypaypangay o kapaypahni no saray nio as kabo dana no kaparoan nio do atavo a parinyen nio.	Manakem nyo o kato nyo nazibwan no alalaw nyo. Ta ori o ikanoyong nyo a meypahagnat so nakenakem a abo so karatan.
James	1	5	An sino dinio o mahoho a maypangay pa so kapanmoan so mayanong as kano kasolivan a yapo do Dios am mangdaw do Dios a iya so mahanda as di mapasadisadit sia o katoroh na dira do atavo a mangahes sia.	No amyan jinyo so makza no karapa do teneteneng na am makowyowyat pa mapasyasi ji Ama ta do to a kapanta na nya ni Ama ta do to so teneng na. Ta iya rana am tey mazonos a apiya so nakenakem a marilaw no mapasyasi jya tao.
James	1	6	Amna machahoahok o mangdaw aya a rakoh so kasaray no Dios a di maykamadamadanan takwan no maykamadamadanan aya tawo am akmay abkas a tod a machonot do salawsaw a dia todin so pangwanan.	Am no meynozi kamo am to kamo ngotokot so onowned an. Ta o ji ngotokot so nakem a tao am akman so azda a ji meyhanahanang a pavyovyoten no pagpag.
James	1	9	Pachisnek nava no asa ka kakteh ta o kapakasiasi na do tana aya takwan do salapan no Apo taya am tayto sia mapresioso kano rakoh so sinmo.	Tana abo o peymeymasaodan no manaralay a tao am somaray, ta sidongen na ni Ama ta do to.
James	1	10	As no kakteh a mian so kaynakman do tana aya am mayanong o kapakasoyot na kano kapayagwanta na an maypakasiasi sia a makayamot do kawnot na do Dios do kapanmo na sia o kaakma nay savosavong no kaynakman do tana aya a sivog a makalo a mararayaw,	Akman sang ahan. No akasen na ni Ama ta do to o peymeymasaodan da no omraralay nya tao am isaray da o akman sang an. Ta o peymeymasaodan no tao am akman so savong no tamek a mahayo a mababalinas.
James	1	11	ta an mawara o kohat no araw am makolay as kawlal no savosavong aya as kararayaw dana no avid na. Nia o mismo a kaparin no maynakem aya tawo a fermi a komita so kapaypaynakem na.	No domada o araw a kazidangdang no sinazawsaw na am ji meyyahahay a mahayo. Akman sang o meynakem a tao, ta makeykai a mababalinas.
James	1	12	Mapalak sa do karakoh anti no marawat da a kasoyosoyotan no atavo a nakapayagwanta do pakasisian a mavidin a omonot do Dios, ta an katayoka na nia am makarawat sa so korona no viay a abo so pandan a nia so promisa no Dios do atavo a maddaw nia.	No amyan so alalaw a kajyablisan so nakenakem ji Ama ta do to am tey masaray o akman sang a tao. Ta no jyablis o nakem na am mahap na o to meyyonong a ikavyay no pahad na a nakem na sira ni Ama ta do to so amraralay nya tao.
James	1	13	Mayanong ava do asa ka tawo a nasday do gatos o kapagatos na so Dios, takwan manentasion ava o Dios kano katentasionan ava sia.	No myan so tao a kalittan so nakenakem am ji na to patolina ji Ama ta do to amlita jya a meyraraten. Ta si Ama ta do to am abo makalita jya. Iya am ji manlita so tao.
James	1	14	Asna no tawo am katentasionan a makayamot do kawnot na do marahet a ichakey no mismo na karakohan,	O kalittan a tao am littan no marahet a ikeykakza na do onowned na.
James	1	15	ta an mavidin a onotan o ichakey aya no karakohan am mayresolta do gatos as no gatos aya am nia o pakayapoan no kastigo a abo so pandan.	No amlida do onowned na o marahet a ikeykakza na am meytotwaw rana o raraten na. Ori rana am yapwan no kangay na do makotokotod a lila no apoy a mangay do kaidan no karawan.
James	1	16	Dawa ichaddaw a kakakteh, maychawaw kamoava do akmaya sia ta entero am mapawnot ava o Dios do pakagatosan.	Manga kakteh, naknakmen nyo an.
James	1	17	No atavo a mapia kano mayanong am marawat a yapo do Dios a iya so minamaog so atavo a mian do tohos as pakayapoan no sehdang. Iya o Dios aya a diabdibdis.	O makakaday a yatey pipya a vazay am yamamimin a yapo ji Ama ta do to a yanimangamaog so araw a kano vehan a kano mata no hanit. Iya rana am jyabliblis so pamnemnekan.
James	1	18	As do inolay kano mato a plano na am pinayvadiw na yaten a kamanganakan na do nakapanganohed ta do kakawyoran aya tapian yaten o mabenek a napidi a tawotawo na.	Na to mangozai o nakem na a manci nyaten akma ney anak. Ta yaten rana am ipeyhanhan ta o manoyong a nanao na. Am ori o yata iyan do ney manokdwan na do makakaday a nyamamaog na.
James	1	19	Ichaddaw a kakakteh, mayanong o kasolib nio a manngey, kapakapatak nio atavo do ichichirin nio as kapakatanoy nio,	Manga kakteh, no mangamizing kamo so ciring no tao am taosya o kato nyo maciogtwan do ciring da jinyo. Ji kamo to meyoyaoya.
James	1	20	ta no lotod no tawo am mayresolta ava do kapamarin na so ipakamia no Dios.	No meyoyaoya o tao am ji na rana tenngi a peyvazain o apya vazay a isaray na ni Ama ta do to.
James	1	21	Dawa machivawa kamo do atavo a pakagatosan kano matatarek a marahet as kapamahbo nio so karakohan nio a omonot do narawat nioaya a kakawyoran a nia so rakoh so ipakapamarin a tomoroh dinio so kalibrian.	Am ori an, vonasan nyo so marahet a nakenakem nyo a kano marahet a icicirawat nyo a omonot ji Ama ta do to a omahap so ciriciring na a na akmey nipamowa do onowned nyo a mapatazadang jinyo do teyngato.
James	1	22	Tod kamoava manngey asna onotan nio o kakawyoran aya a nadngey nio ta akma nioy lokohen o karakohan nio an di nio onotan o mapanmo nio a mayanong,	Taosya o kamizing so ciriciring na ni Ama ta do to a ji peyvazaya. Ta o akman rana sang am alalasan o kataotao.
James	1	23	ta no akma sia so kaparin am akmay asa ka tawo a nakavoya so kaparin na do ispiho,	O kamizing sya a ji mapeyvazay sya am akman so tao a tomita so avwavong na do kagami,
James	1	24	as katod na ngaroan a dia komtokto no kapaypapia na so katitiban na.	a makapengkad so lolit no moing na, kato na rana angayan, ji na rana nakem o kapeyramon na.
James	1	25	Asna no tawo a machinanawo kano fermi a omnakenakem sia a onotan o Chirin aya no Dios a nia so somnivog a makatoroh so kalibrian am rakoh o kasoyosoyotan na.	Am beken a kamizing ta so Ciriciring na ni Ama ta do to. Ta peyvazain ta o nimamizing ta a Ciriciring na a yamapahawa jyaten do peyraratenan ta. Ta o manoyong a mangozay jya tao am isaray na ni Ama ta do to o akman sang.
James	1	26	An sino o omahahaw so kapia na do salapan no Dios asna di na mapenpen o rida na a makachirichirin so marahet am naychawaw sia as kabo no sinmo no vata nawri a kadiodiosen na.	No myan so tao a mapakakdekdeng so nakem ji Ama ta do to a kaji na amzatan do ciring na am alalasan na o kataotao na. So ikabo no peypeypangayan na no kararalay na ni Ama ta do to.
James	1	27	Ta no sivog a omonot do Dios Ama am no machivawa do marahet kano atavo a di mayanong do mondo aya as kapavoya na no rakoh a kasisien do kasidong na sira so makasiasi a nasbang kano bioda.	O ipanci na ni Ama ta do to a manoyong a omraralay nya tao am ji manginanahet do nimasbang a kano vao a mavakes a makapzat do onowned na, ji macikza do tao do karawan a meyraraten.
James	1	7-8	As no akmaya sia so kaparin a tawo am mayanong ava a ompanaya so kayan no marawat na a yapo do Apo taya, ta no maychaychadadwa so pangtoktoan am arava o matodin a plano na do atavo a parinyen na.	O tao a ji ngotokot so nakem ji Ama ta do to am ji na tenngi o manoyong a zokzokan no nakenakem na. Ta abo mapsek a pamnekan na. O akman sang a tao am ji na ngakzeba o keyyan no mahap na ji Ama ta do to.
James	2	1	Kakakteh, makayamot do katayto ta na omonot do mato aya a Apo ta a si Jesu Cristo am mayanong ava o kapangatatarek ta so tawo.	Manga kakteh, no kamo manoyong a yamraralay ni Yeso Kizisto a yatey mazway a Panirsirngen ta am taosya o kapeycyakaban nyo so tao.
James	2	2	An mavayavayat kamo as mian o asa ka maynakem a bisita nio a mabihis as mangonay so vohawan a gadang as kano asa ka makasiasi a marahet so onayen,	No amyan so meynakem a tao a meygagaling so ovay a meyyayob so apipiya ayob a makaranes do panaralayan nyo a kai no makasi a tao a mapisipising so ayob am
James	2	3	as an nawri o kapiahen nio a sikasohen o mabihis aya do kavata nio sia, “Mangay ka dia a maydisna,” as kavata nio sia do makasiasi aya o, “Tomnek ka daw anmana maydisna ka do kagtin aya,”	no si teywara o anyanig mo so apiya so ayob a tao a manci no, “Lisna do jya, mo keypong,” a kapanci mo nya do makasi a tao so, “Kangay mo do kwang a amlisna.”
James	2	4	am ara kamo paroava maypidi so tawo do tanyan nio a kakeyan nia?	No si makman kamo sang am malas o nakenakem nyo, do kapeycyakaban nyo so tao.
James	2	5	Iktokto nio pa kono a ichaddaw a kakakteh, ta sira o makasiasi do mondo aya o pinidi saya no Dios a parawatan so kaynakman do paypatolan na a nia so nipromisa na dira do masaray nia as kano maddaw nia.	Amizngen nyo manga keypong an. Na nitenngan ni Ama ta do to sira o makasi a tao do karawan a makdeng so nakem a omraralay nya. So da ikanoyong a makahap so nakem na sira ni Ama ta do to a macikaop rana do italamozong na.
James	2	6	Asna katayto nio a mapakadekey sira so makasiasi saya, as kano ara nio paroava mapanmo o kasira no maynakem saya no maysarasaray dinio kano mapakasiasi dinio?	Am inyo rana am nyo panyanigen sira o yamakasi a tao. Am o yamapasnesnek jinyo a yamangay ninyo do pacicicyan am sira o katenngan a tao a yaro so nizpi.
James	2	7	As masanib paroava o kasira no maynakem no mapakamahbo so oyod aya a mato a Apo ta?	Sira rana o katenngan a tao a aro so nizpi am da rehrehten o mazway a ngaran ni Yeso Kizisto a nyo pacingaranan.
James	2	8	Oyod ta sivog a mapia an onotan nio o oyod aya mato a pidipidit a makavata sia, “Ichaddaw mo o kapayengay mo a akma so kaddaw mo no mismo a karakohan mo,”	No si manoyong kamo a mangozay do ciring do Seysyo am, “To mo mangozai o aryarilaw mo so kataotao mo a marilaw no icyatatao mo.” Ta ori rana am ney makdeng na a iwawalam na ni Ama ta do to. No si peyvazain nyo ori am manoyong kamo na so ahahapan sya.
James	2	9	amna an ipaypidi nio o pamarinyan nio so mapia am ara nio paroava pasadahen o sivog a ichakey na vatahen no akmaya sia pidipidit?	Am no si mapeycyakaban kamo so tao am raraten nyo ori. So ikanoyong nyo a pazasingen no iwawalam na ni Ama ta do to do meyraraten a tao.
James	2	10	As an sino o omahahaw sia o nakawnot na do atavo a pidipidit no Dios as mian o aran asa a pinasada na am machalit dana sia do tawo a napaytavo sia a pasadahen o pidipidit.	Tana asa nipasobnan no tao do iwawalam am akma ney to zagoma o iwawalam a nipasobnan.
James	2	11	Ta no nakavata aya sia o, “Mangadwan kava,” am iya pa o nanyokoyokod nia o, “Mandiman kava so tawo.” As an abo o sadan mo do manmanma aya pidipidit asna somada ka do ichadadwa naya am sincharan ka na a asa ka napasada so panyokoyokoran no Dios.	Ta o yamanci no kaji mapasagpyanan so kataotao am ipanci na o kaji mangapan so tao. Tana ji ka mangap so tao a kasagpyan mo so aktokto am pavilangen na imo a meyraraten a mapasobna do iwawalam na ni Ama ta do to.
James	2	12	Dawa mayanong o kapakapatak ta do atavo a parinyen ta kano pavatahen ta as kafermi ta a mapangay sia do aktokto ta o kapachisalap ta no karakohan ta a hosgan a omononot do nakatolas aya a Chirin no Dios a nia pa so makatoroh diaten so kalibrian.	Am ori an, apzatan ta do ciring ta kano icicirawat ta. Ta katenngan ta o kapacici na jyaten ni Ama ta do to. Am cyaha, ji ta nyaheyan, ta onotan ta o Ciriciring na ni Ama ta do to a yamapahawa jyaten do peyraratenan ta.
James	2	13	As mapanmo ta o katoroh no Dios so kastigo do tawo a abo so kasisien do kapayengay na amna no masisien a tawo am arava o kamoamo na no hosga sia.	Ta no mapacici si Ama ta do to am ji na arilawan sira o ji mangarilaw a tao. Ta o mangarilaw so icyatatao na o avyain na. So ikabo no ikanyahey da no mangarilaw a tao do tangain na ni Ama ta do to.
James	2	14	Kakakteh, ara paro o sinmo no kavata sia no asa ka tawo o kayan no saray na an abo kavoyan sia ya do mapia a parinyen na as kano niaya paro o kaparin no saray a tomoroh so kalibrian no asa ka tawo?	Manga kakteh, no myan so tao a manci no kakdeng na so nakem ji Ama ta do to a kaji na mapatwawan sya do icicirawat na am ikongo peypeypangayan no akman sang so nakem ji Ama ta do to. Manngwa, ikavyay no pahad na o akman sang?
James	2	15	Pangayen ta na ta mian dira do kakakteh nio o abo so manawob a kanen kano ayoayob,	No myan jinyo so akma nyoy kakteh do cinai a ji makarapya do kanen da abo so ayob am,
James	2	16	asna katod nio a pasavatan sira a makavata sia, “Ichasi kamo pa no Dios as katoroh na pa dinio so kanen kano ayoayob,” as kabo no itoroh nio dira a aran dekey am arava o sinmo na nia.	manngwa, kasirisiring nyo sira a manci no, “Makapiya kamo so kataotao. Inaoy si mabsoy kamo. Inaoy si myan so ayob nyo,” kwan nyo a abo so isidong sira am ikongo ayyaingan no akman sang.
James	2	17	Kapanmohen nio ta no tawo a makavata so kayan no saray na as kabo no kavoyan sia ya do pariparinyen na am arava o sinmo kano serbi no vata naya a saray na.	Akman sang o nakenakem ta si Ama ta do to. Ta no ji ta patwawa do icicirawat ta am akmey ji ta manaralay a tao.
James	2	18	Amna tarek a mian o makavata sia o, “Malit ava o kaparin no tawo, ta no kadwan am mian o saray da as no kadwan am no kapamarin da so mapia.” Amna vatahen ko dinio ta arava o somnivog a mian so saray a di mamarin so mapia as machirapa pa daw am no mismo sa mapia a parinyen ko o iproyba ko dia o kasomnivog ko a masaray no Dios.	Ala no maniring o tatasa ka tao am, “Imo am ka makdeng so nakenakem ji Ama ta do to. Yaken am yako apiya so vazay.” No si maniring ko am, “Pacittan pala jyaken o nakenakem mo si Ama ta do to. Am yaken am to mo na cita do apya vazay ko. Ta ori o ipakateneng mo do nakenakem ko si Ama ta do to.”
James	2	19	An nawri o ichasaray no asa ka tawo o kapanganohed na do kayan no Dios am manawob ava ya takwan aran sira o demonio am panganohdan da pa ya as kanyeng da omlayin.	Apya o kanoyong ta ji Ama ta do to a abo so ikararwa. Am ji pa makanet o akman sang. Ta tana o kalamsoyan ni Satan am anoyngan da o keyyan na ni Ama ta do to. Am kazikzik da a manyahey nya.
James	2	20	Dawa no tawo a akma sia so panganohdan am rakoh o pinaychawawan na as kadi na makaintindian sia o kabo no sinmo no kavata sia o kayan no saray na an abo o kavoyan sia a mapia a parinyen.	Nyo jyatenngi o kabo no peypeypangayan no ji mangononong do nakenakem na ji Ama ta do to?
James	2	21	Ta tiban nio pa kono o apoapo ta si Abraham a iya so sinincharan no Dios a mahosto do salapan na a makayamot do nakapanganohed na do niyokoyokoran nia no Dios do nakalogar na nia isakrifisio o voyvoh naya manganak a si Isaac.	Nimakongo si Apolahan a ineynapo ta kabnek na sya ni Ama ta do to a abo so raraten do tangain na. Manngwa, yaji monganay do kaniomonot na ji Ama ta do to a nitomoro no anak na a meyngaran so Isa?
James	2	22	Do diaya am navoya o kasomnivog na mian no saray ni Abraham do pinarin nawri a nakapanganohed na do mando sia no Dios,	Si Apolahan rana am no mangay o kapeyhanhan na ni Ama ta do to am mangay o kapatwaw na sya do vazay na.
James	2	23	as nakatongtong o nakatolas do Chirin no Dios a akma sia, “Nanganohed si Abraham do Dios as makayamot dia am sinincharan sia a mahosto do salapan no Dios,” as nibnekan pa sia so pinakamia no Dios.	Nimangononong rana o ciring eya, ta maniring do Seysyo am, “Nipeyhanhan na ni Apolahan si Ama ta do to. Am ori o nibnekan na sya ni Ama ta do to a abo so raraten do tangain na” a akma ney kagagan.
James	2	24	Dawa tayto matalamad ta no tawo a sincharan no Dios a mahosto do salapan na am no manganohed sia asna voyvoh ava o katod a makavata so kayan no saray na.	Am ori an, o abnekan na jyaten a abo so raraten ta do tangain na ni Ama ta do to am omagaz do kapatwaw ta sya do icicirawat ta. So ji na veyvowi no nakenakem ta sya, ta pazagomen ta o kapeyvazay ta sya.
James	2	25	Si Rahab a asa ka malapos a mavakes am mapanmo ta ta sinincharan sia a mahosto do salapan no Dios a makayamot do nakaparin na so mapia do nakaagom na nira no espiya ori no Israel as kapawnot na sira do pakawtapan da.	Akman sang si Laha a nisomagpyan a mavakes. O nibnekan na sya abo so raraten do tangain na ni Ama ta do to am nitaotao na o nitovoy da no tao do Yotay a mangamizing a kasidong na pa sira mapasala so angayan da rarahan a tomayo no omwakwak sira tao.
James	2	26	As akma so kabo no viay no asa ka karakohan a chinaroan no pahad na am nawri o kaparin no kasaray a abo so sinmo an abo o kavoyan sia do mapia a pariparinyen.	Akman so kataotao ta. Ta no ji rana ngineynawa o tao am mawakwak o akman sang. Akman sang o nakenakem ta ji Ama ta do to. Ta no ji peyvazaya am abo o peypeypangayan no akman sang.
James	3	1	Kakakteh, lakaman nioava o kaaro nio a mayvadiw a maistros, ta mapanmo nio o karakorakoh no atbayen no mananawo an iya o mian so sadan.	Manga kakteh, ji nyo ngakdaya o kamimin nyo a mangnanao. Ta o mangnanao so tao am arakorako pa o oyyan na nira ni Ama ta do to, no si meyraraten sira, kano ji mangnanao a tao.
James	3	2	Arava o tawo a abo so sadan kano kakahan, pero no tawo a makaparin sia a kontroladohen o rida na anmana ichichirin na am maparin a vatahen o kaiya no somnivog a mapia so kaparin a tawo as makapadpedpet so karakohan na.	Abo jyaten eya o jya nimalas so vazay. Am o tao a ji mapatwaw so marahet a ciring am manoyong o akman sang a abo so karatan, do kapakapzat na do lila na kano kataotao na.
James	3	3	Akma ya so kaparin no kabayo a pinangayan so renda a masonong a pangwanen do kakeyan nia.	O ta pangayan so ovid do ngongoy no baka am ipakataid ta do baka a omonot jyaten.
James	3	4	Aran no oyod sa rarakoh a bapor am maparin sa weswesen no oyod a dekey a agosan do kakeyan nia no piloto a aran mayet o sovohen da.	Naknakmen nyo pala o avang. Tana yarako o kavavang na yana pavyovyoten no rako a pagpag do karakwan no awa am yalikey saon o savilak na yasomavilak sya do na angangayan.
James	3	5	Nia o mismo a kaparin no rida a aran oyod a dekey a parte no karakohan am oyod a rakoh o mapaparin na. Tiban nio pa kono o kaoyod na dekey no apoy a maparin a mapasitnan so oyod a rakoh a namay do kakayoan.	Yakman sang o lila ta tao. Tana yalikey am yateywara o na patwawen a ciring. Naknakmen nyo pala o apoy. Tana alikey o apoy a amlila am to na lanata pa o rako a kahasan.
James	3	6	As no rida aya am akmay apoy as asa ka parte no karakohan ta a mapno no marahet a yapo di Satanas a nia so maparapas so atavo a sentido no tawo as kaoyod na mahara no mapaparin na marahet kano manrarayaw so kapayengay a tawo.	O lila ta am akman rana so apoy. O lila rana ya am ney marahet na do peyvongvongwan ta. Ta yamapatwaw so akmey lila no apoy do kararatan a yamrahet so kangangay ta.
James	3	7	Arava o dia parin a iwamen a vinyay a akma sira so manomanok, sira o omhonos kano matatarek sa vinyay do tana aya kanira no mian do taaw,	Katenngan no tao o makakaday a nyamamaog ni Ama ta do to a italamozong a yananawen. Kakwakwan no masosozi a omalalam a kano meyyasasalap a kano volay a kano amowamong a yada mananaoo.
James	3	8	amna arava o tawo a makaparin sia a iwamen o rida na. Arava o makapenpen sia ya as akma pa yay binino.	Am o lila no tao am abo o makananao sya. So ikatey marahet no lila no tao a jyananao. So ikanoyong na akmey makawawakwak so tao.
James	3	9	No rida aya am serbien ta do kadaday ta so Apo kano Ama taya do hanyit as kania pa mismo no serbien ta a iyavay so tawo a nia so akmay kaparapas sia o Dios a minamaog sia.	Tamo anwanooden no lila ta si Ama ta do to a Panirsirngen ta. So tamo pangavayan no lila ta so tao a nyamamaog na ni Ama ta do to akman sya so kamamagenan.
James	3	10	Kakakteh, mayanong ava o kayapo na do asa ka vivi no mapia a chirin as kano marahet a chirin.	Yasa ka ngoso ta o na yapwan no ta sarayan ni Ama ta do to, ta pangavayan so tao. Manga kakteh, taosya o kamirpirwa ta pa mapatwaw no lila ta so marahet.
James	3	11	Ta ara paro o asa ka atboran a pakayapoan no marahet kano masdep a danom?	O atbod am ji voyog dang o makopad a kano maganinem a ranom.
James	3	12	Anmana maparin paro a kakakteh o kasi no mapia a kayo a akma so obas so dia parin a kanen? Imposible ya a akma so kadi na parinyan a panghapan no taaw so danom a maynom.	O acyai, manga kakteh, am ji meyyasi so vineveh. O vazacinok am ji meyyasi so anyoy. O attaw am ji voyog dang o matavang a ranom.
James	3	13	An sino dinio o omahahaw so karakoh no kasolivan na kano kapakaintindi na am ipavoya na nia do viay na a asa ka ehemplo do kasolib na a mapamahbo so karakohan.	Sino jinyo o yamateneng a tao. No si myan am apyapya o kapehbo na so nakem na a mapeyvazay so apiya vazay.
James	3	14	Asna an ara sa dinio o maynanahten kano madaay am mayanong o kadi da machiraran a mapia, ta nia o mismo a machisobna do somnivog a mapia.	Am no si amyan do onowned nyo so manginanahet a kano masicyakaoya kano mararaten am ji kamo na mapazway so nakem. Taosya o kapakateneteneng nyo.
James	3	15	As an nia o kapanmoan sia no asa ka tawo o mapia am naychawaw sia ta niaya ava o somnivog a kasolivan a yapo do hanyit asna yapo ya dira do demonio kan do makagatogatosen as marahet a pangtoktoan no tawo do mondo aya.	Ta o akman rana sang a teneng am beken a apo do teyngato, ta apo do tao do teyrahem. So ikamonganay na do karawan a kano kalamsoyan ni Satan.
James	3	16	Ta do aran dino a yanan no inanahet kano kapamato so karakohan am fermi a mian o paysosobnan kano matatarek a mararahet a parinyen.	O yanan na no manginanahet a kano mararaten am manoyong keyyan na do onowned da no meyzavozavoz a vazay a kano makakaday a raraten.
James	3	17	Pero no kasolivan a yapo do Dios am mapawnot so tawo do kanamonamoan as kan do mapia a anod. No tawo a mian so akmaya sia kasolivan am matanoy as kasolib na omsinchad do anohed kano rason no kadwan, masisien as nawri so chitahen o mapia. Mangatatarek ava as kano toman ava.	O apo rana do teyngato a teneng am o manma na vazay am ji meylimoteng so nakem. O tomonton am mapeypapya so onowned no tao. Apiya o nakem na do icyatatao na. Ji mapakarang so nakem. Mangarilaw so tao. Abo marahet do onowned na. Ji mapeycyakaban so tao. Ji mangalalas.
James	3	18	As no sinmo no kachita sia no asa ka tawo o kapia no anod kano kapaychakasa am no kapichapian.	O makakaday a apiya vazay am akma ney asi no nipamowa a nanao ni Ama ta do to do onowned no tao a mapeypapya so onowned da kano icyatatao da.
James	4	1	Ango pa do vata nio o pakayapoan no kapaychokontra kano kapaysosobna nio an dia no aktokto nioaya a mapno no mararahet kano kahoho nio a mapanma so karakohan nio.	Do wanjin na kapwan no yamapeyliliman jinyo. Manngwa, beken a yapo do malas a onowned nyo?
James	4	2	Maylalakam kamo as kapayagom nio tapian makapaydira kamo. Mandiman kamo as kapachilalaban nio amna alit pa no kabo no mahap nio a makayamot do kadi nio mangahesan do Dios.	Nyo ikakza o karo no makadpeh jinyo. Am no yanyo jyahap am nyo naknakmen o nyo kapangap so tao. Yateywara o pangangagoman nyo am nyo kaji makahapan sya. Am ori o nyo ipeygalagalagal. Am o yanyo ji makahapi sya am nyo ji ngamya ji Ama ta do to.
James	4	3	As an mian o kapangahes nio am marawat nioava o inahes nioaya takwan marahet o mian do aktokto nio, ta do marahet sa a ichakey no karakohan nio o plano nio a serbian sia.	No nyo amin ji Ama ta do to am nyo jyahap. Ta yamalas o aktokto nyo. Ta o kataotao nyo o nyo naknakmen.
